,Airline,Source,Destination,Additional_Info,Price,dur_min,stops,journey_day,dep_time
8885,IndiGo,Banglore,New Delhi,No Info,5746.0,245.0,1,1,112000
8886,GoAir,Delhi,Cochin,No Info,5199.0,460.0,1,4,55500
8887,IndiGo,Chennai,Kolkata,No Info,4332.0,140.0,0,0,193500
8888,IndiGo,Delhi,Cochin,No Info,6416.0,575.0,1,6,112500
8889,Air India,Banglore,New Delhi,No Info,12935.0,575.0,2,0,64500
8890,Jet Airways,Banglore,New Delhi,In-flight meal not included,7832.0,685.0,1,3,85500
8891,Jet Airways,Kolkata,Banglore,In-flight meal not included,8586.0,730.0,1,5,163000
8892,Jet Airways,Banglore,Delhi,In-flight meal not included,5769.0,175.0,0,0,151500
8893,Jet Airways,Mumbai,Hyderabad,No Info,8040.0,90.0,0,1,102000
8894,Vistara,Delhi,Cochin,No Info,9345.0,190.0,0,0,60000
8895,Air India,Kolkata,Banglore,No Info,8366.0,745.0,1,4,92500
8896,Multiple carriers,Delhi,Cochin,No Info,7354.0,705.0,1,2,73000
8897,Air India,Banglore,New Delhi,Change airports,13576.0,665.0,2,3,110500
8898,Multiple carriers,Delhi,Cochin,No Info,11622.0,585.0,1,2,91500
8899,Air India,Kolkata,Banglore,No Info,12723.0,1045.0,2,3,55000
8900,Jet Airways,Kolkata,Banglore,No Info,13759.0,900.0,1,6,82500
8901,IndiGo,Delhi,Cochin,No Info,6412.0,380.0,1,2,161000
8902,IndiGo,Delhi,Cochin,No Info,6494.0,765.0,2,2,83500
8903,Jet Airways,Mumbai,Hyderabad,No Info,5678.0,90.0,0,6,155000
8904,Air India,Kolkata,Banglore,No Info,8891.0,1545.0,1,3,92500
8905,Jet Airways,Delhi,Cochin,No Info,14151.0,1260.0,1,6,215000
8906,Jet Airways,Delhi,Cochin,In-flight meal not included,10368.0,560.0,2,4,94000
8907,Jet Airways,Kolkata,Banglore,No Info,14571.0,1335.0,1,4,200000
8908,Jet Airways,Banglore,New Delhi,In-flight meal not included,7832.0,495.0,1,3,70000
8909,Jet Airways,Kolkata,Banglore,No Info,14151.0,750.0,1,3,93500
8910,Multiple carriers,Delhi,Cochin,No Info,7154.0,510.0,1,3,104500
8911,Air Asia,Kolkata,Banglore,No Info,5192.0,710.0,1,0,73500
8912,Multiple carriers,Delhi,Cochin,No Info,13587.0,630.0,2,0,150500
8913,Jet Airways,Kolkata,Banglore,In-flight meal not included,6812.0,730.0,1,3,163000
8914,IndiGo,Banglore,New Delhi,No Info,6494.0,300.0,1,6,193500
8915,IndiGo,Kolkata,Banglore,No Info,4174.0,155.0,0,2,221500
8916,Jet Airways,Delhi,Cochin,In-flight meal not included,11150.0,1045.0,2,3,191000
8917,IndiGo,Delhi,Cochin,No Info,5912.0,310.0,1,2,170500
8918,Air India,Delhi,Cochin,No Info,8907.0,570.0,1,3,133000
8919,Air India,Banglore,New Delhi,No Info,8767.0,392.5,1,1,170000
8920,Jet Airways,Delhi,Cochin,No Info,12242.0,520.0,1,2,194500
8921,Air India,Kolkata,Banglore,No Info,6327.0,580.0,1,4,190000
8922,SpiceJet,Chennai,Kolkata,No check-in baggage included,3543.0,135.0,0,4,94500
8923,Multiple carriers,Delhi,Cochin,No Info,15058.0,675.0,1,2,80000
8924,Jet Airways,Banglore,New Delhi,In-flight meal not included,11087.0,1410.0,1,1,185500
8925,Jet Airways,Kolkata,Banglore,No Info,13941.0,520.0,1,3,200000
8926,SpiceJet,Delhi,Cochin,No Info,4760.0,380.0,1,6,154500
8927,Jet Airways,Delhi,Cochin,No Info,15129.0,1430.0,2,3,191000
8928,Jet Airways,Kolkata,Banglore,In-flight meal not included,9663.0,775.0,1,4,211000
8929,IndiGo,Delhi,Cochin,No Info,5065.0,300.0,1,2,160000
8930,Air India,Delhi,Cochin,No Info,8907.0,795.0,1,3,94500
8931,SpiceJet,Kolkata,Banglore,No Info,4148.0,150.0,0,3,90000
8932,Multiple carriers,Delhi,Cochin,No Info,13587.0,420.0,1,4,140000
8933,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,395.0,1,3,215000
8934,Jet Airways,Banglore,New Delhi,No Info,12284.0,1090.0,1,0,140500
8935,Jet Airways,Kolkata,Banglore,No Info,14781.0,1285.0,1,2,185500
8936,Jet Airways,Kolkata,Banglore,In-flight meal not included,9663.0,1495.0,1,5,82500
8937,IndiGo,Banglore,New Delhi,No Info,6494.0,170.0,0,3,130000
8938,Air India,Kolkata,Banglore,No Info,10203.0,795.0,1,3,100000
8939,Jet Airways,Kolkata,Banglore,No Info,13941.0,1330.0,1,2,63000
8940,Air India,Banglore,New Delhi,No Info,12219.0,165.0,0,3,211000
8941,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,865.0,1,4,140000
8942,SpiceJet,Chennai,Kolkata,No check-in baggage included,3543.0,140.0,0,5,174500
8943,SpiceJet,Kolkata,Banglore,No check-in baggage included,3841.0,150.0,0,1,145500
8944,Jet Airways,Delhi,Cochin,No Info,15554.0,450.0,1,5,113000
8945,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,345.0,1,4,140500
8946,Jet Airways,Kolkata,Banglore,No Info,12692.0,1285.0,1,4,170000
8947,Jet Airways,Mumbai,Hyderabad,In-flight meal not included,3210.0,90.0,0,4,193500
8948,Air India,Delhi,Cochin,No Info,9601.0,435.0,2,2,120000
8949,Multiple carriers,Delhi,Cochin,No Info,13377.0,750.0,1,5,130000
8950,Jet Airways,Kolkata,Banglore,In-flight meal not included,11134.0,1395.0,1,6,185500
8951,Multiple carriers,Delhi,Cochin,No Info,8055.0,725.0,1,2,85500
8952,Jet Airways,Delhi,Cochin,No Info,12242.0,655.0,1,2,173000
8953,Air India,Banglore,New Delhi,No Info,8425.0,1520.0,1,1,220000
8954,SpiceJet,Mumbai,Hyderabad,No Info,2753.0,90.0,0,5,54500
8955,SpiceJet,Banglore,Delhi,No Info,3311.0,175.0,0,0,211000
8956,IndiGo,Kolkata,Banglore,No Info,4226.0,240.0,1,4,62000
8957,Jet Airways,Banglore,New Delhi,1 Long layover,14151.0,1210.0,1,3,85500
8958,Multiple carriers,Delhi,Cochin,No Info,12524.0,780.0,1,0,60000
8959,SpiceJet,Kolkata,Banglore,No Info,3847.0,150.0,0,3,171500
8960,Jet Airways,Kolkata,Banglore,No Info,12681.0,425.0,1,4,163000
8961,Jet Airways,Delhi,Cochin,No Info,13882.0,1140.0,2,3,92500
8962,Jet Airways,Delhi,Cochin,No Info,15129.0,1615.0,2,5,94000
8963,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,740.0,1,3,82500
8964,Jet Airways,Banglore,New Delhi,No Info,12547.0,650.0,1,1,212500
8965,Jet Airways,Kolkata,Banglore,No Info,14178.0,585.0,1,4,185500
8966,IndiGo,Delhi,Cochin,No Info,6494.0,575.0,1,6,160000
8967,Jet Airways,Delhi,Cochin,In-flight meal not included,10368.0,1125.0,2,4,94000
8968,Multiple carriers,Delhi,Cochin,No Info,15078.0,780.0,1,0,80000
8969,IndiGo,Kolkata,Banglore,No Info,4804.0,160.0,0,1,212500
8970,SpiceJet,Kolkata,Banglore,No Info,3873.0,150.0,0,3,171000
8971,SpiceJet,Kolkata,Banglore,No check-in baggage included,3841.0,150.0,0,0,171000
8972,GoAir,Delhi,Cochin,No Info,5457.0,355.0,1,6,70000
8973,Jet Airways,Kolkata,Banglore,No Info,14781.0,510.0,1,3,140500
8974,Jet Airways,Delhi,Cochin,No Info,15764.0,1260.0,1,1,215000
8975,Vistara,Banglore,Delhi,No Info,4668.0,170.0,0,4,94500
8976,Jet Airways,Delhi,Cochin,No Info,9564.0,195.0,0,0,110000
8977,IndiGo,Delhi,Cochin,No Info,7191.0,860.0,1,2,64000
8978,Jet Airways,Delhi,Cochin,No Info,15764.0,520.0,1,0,194500
8979,Jet Airways,Kolkata,Banglore,No Info,14388.0,1315.0,1,2,140500
8980,Jet Airways,Delhi,Cochin,In-flight meal not included,6540.0,520.0,1,2,194500
8981,SpiceJet,Banglore,Delhi,No Info,3625.0,170.0,0,0,93000
8982,Multiple carriers,Delhi,Cochin,No Info,8266.0,705.0,1,3,73000
8983,SpiceJet,Kolkata,Banglore,No Info,4760.0,435.0,1,5,111500
8984,IndiGo,Delhi,Cochin,No Info,5073.0,300.0,1,2,160000
8985,Jet Airways,Banglore,New Delhi,In-flight meal not included,9134.0,400.0,1,4,54500
8986,Vistara,Kolkata,Banglore,No Info,8085.0,1440.0,1,4,202000
8987,Jet Airways,Banglore,New Delhi,No Info,14151.0,325.0,1,0,70000
8988,Air India,Kolkata,Banglore,No Info,9836.0,1620.0,2,4,70000
8989,IndiGo,Delhi,Cochin,No Info,6494.0,420.0,1,6,183500
8990,Jet Airways,Mumbai,Hyderabad,No Info,14151.0,605.0,2,1,63000
8991,Jet Airways,Banglore,Delhi,No Info,8016.0,180.0,0,3,71000
8992,Jet Airways,Banglore,New Delhi,No Info,12284.0,550.0,1,0,70000
8993,Multiple carriers,Delhi,Cochin,No Info,7005.0,900.0,1,4,60000
8994,IndiGo,Kolkata,Banglore,No Info,4804.0,155.0,0,2,113000
8995,IndiGo,Delhi,Cochin,No Info,6827.0,300.0,1,2,50500
8996,Air India,Mumbai,Hyderabad,No Info,3100.0,80.0,0,3,62000
8997,Jet Airways,Mumbai,Hyderabad,In-flight meal not included,2759.0,90.0,0,4,193500
8998,Jet Airways,Kolkata,Banglore,No Info,13067.0,1480.0,1,3,202500
8999,GoAir,Banglore,Delhi,No Info,3898.0,165.0,0,0,205500
9000,Jet Airways,Delhi,Cochin,In-flight meal not included,10368.0,1125.0,2,4,94000
9001,SpiceJet,Banglore,New Delhi,No check-in baggage included,4273.0,170.0,0,0,54500
9002,SpiceJet,Banglore,Delhi,No Info,3311.0,160.0,0,4,55500
9003,Multiple carriers,Delhi,Cochin,In-flight meal not included,15136.0,720.0,1,0,90000
9004,Multiple carriers,Delhi,Cochin,No Info,6601.0,665.0,1,2,70500
9005,Vistara,Kolkata,Banglore,No Info,8452.0,1580.0,1,4,202000
9006,Jet Airways,Kolkata,Banglore,In-flight meal not included,9314.0,1285.0,1,5,170000
9007,IndiGo,Delhi,Cochin,No Info,6386.0,345.0,1,6,20000
9008,Multiple carriers,Delhi,Cochin,No Info,13377.0,840.0,1,0,113000
9009,Jet Airways,Mumbai,Hyderabad,No Info,5678.0,90.0,0,6,25500
9010,Air Asia,Banglore,Delhi,No Info,4483.0,170.0,0,5,235500
9011,Jet Airways,Delhi,Cochin,In-flight meal not included,12898.0,1355.0,1,0,140000
9012,IndiGo,Banglore,New Delhi,No Info,6494.0,175.0,0,6,71000
9013,Jet Airways,Kolkata,Banglore,No Info,14571.0,1025.0,1,4,63000
9014,IndiGo,Mumbai,Hyderabad,No Info,4049.0,90.0,0,3,62500
9015,Air India,Banglore,New Delhi,No Info,11728.0,875.0,2,0,85000
9016,SpiceJet,Kolkata,Banglore,No Info,3873.0,155.0,0,3,65500
9017,Air India,Delhi,Cochin,No Info,7480.0,765.0,1,3,204000
9018,Jet Airways,Banglore,Delhi,No Info,8541.0,180.0,0,4,195000
9019,Jet Airways,Banglore,New Delhi,1 Long layover,14151.0,755.0,1,3,225000
9020,IndiGo,Chennai,Kolkata,No Info,3597.0,140.0,0,6,144500
9021,Jet Airways,Banglore,New Delhi,No Info,13817.0,1070.0,1,1,212500
9022,Jet Airways,Kolkata,Banglore,No Info,14571.0,740.0,1,4,82500
9023,Air Asia,Delhi,Cochin,No Info,6853.0,865.0,1,5,164500
9024,Jet Airways,Delhi,Cochin,No Info,14151.0,1760.0,2,0,230500
9025,SpiceJet,Banglore,Delhi,No check-in baggage included,3573.0,170.0,0,0,93000
9026,Vistara,Kolkata,Banglore,No Info,9345.0,1550.0,1,2,170000
9027,Jet Airways,Delhi,Cochin,No Info,13014.0,1375.0,2,5,53000
9028,Multiple carriers,Delhi,Cochin,No Info,13797.0,780.0,1,4,80000
9029,Air India,Banglore,New Delhi,No Info,12358.0,1355.0,3,6,120000
9030,Multiple carriers,Delhi,Cochin,In-flight meal not included,14086.0,440.0,1,1,181500
9031,IndiGo,Chennai,Kolkata,No Info,3597.0,140.0,0,1,193500
9032,Jet Airways,Kolkata,Banglore,No Info,13731.0,800.0,1,4,185500
9033,Jet Airways,Delhi,Cochin,In-flight meal not included,12898.0,520.0,1,1,194500
9034,Jet Airways,Delhi,Cochin,No Info,14714.0,745.0,1,3,160000
9035,Vistara,Banglore,Delhi,No Info,5403.0,170.0,0,2,113000
9036,Jet Airways,Banglore,Delhi,In-flight meal not included,5769.0,165.0,0,0,60000
9037,Air Asia,Kolkata,Banglore,No Info,5620.0,155.0,0,6,102000
9038,IndiGo,Delhi,Cochin,No Info,5000.0,195.0,0,1,53500
9040,Air India,Delhi,Cochin,No Info,10703.0,1855.0,2,3,122000
9041,Multiple carriers,Delhi,Cochin,No Info,13727.0,570.0,1,5,113000
9042,Jet Airways,Kolkata,Banglore,No Info,14388.0,800.0,1,3,200000
9043,Air India,Kolkata,Banglore,No Info,13033.0,920.0,2,3,100000
9044,Jet Airways,Banglore,New Delhi,No Info,14151.0,1420.0,1,3,80000
9045,IndiGo,Delhi,Cochin,No Info,6769.0,345.0,1,0,215000
9046,Air Asia,Kolkata,Banglore,No Info,5192.0,500.0,2,4,151000
9047,Jet Airways,Mumbai,Hyderabad,In-flight meal not included,4995.0,85.0,0,4,25500
9048,IndiGo,Chennai,Kolkata,No Info,6494.0,140.0,0,3,75500
9049,Air India,Delhi,Cochin,No Info,7480.0,1255.0,1,5,123000
9050,Jet Airways,Banglore,Delhi,In-flight meal not included,5198.0,180.0,0,5,82000
9051,Jet Airways,Delhi,Cochin,In-flight meal not included,10368.0,560.0,2,3,94000
9052,Jet Airways,Mumbai,Hyderabad,No Info,8040.0,85.0,0,2,70500
9053,Jet Airways,Delhi,Cochin,No Info,14151.0,1205.0,2,1,82000
9054,Air India,Kolkata,Banglore,No Info,12849.0,1345.0,2,4,70000
9055,Air India,Delhi,Cochin,No Info,12219.0,1350.0,1,3,94500
9056,Jet Airways,Kolkata,Banglore,No Info,14571.0,590.0,1,3,82500
9057,Jet Airways,Banglore,New Delhi,In-flight meal not included,13502.0,1090.0,1,0,140500
9058,SpiceJet,Chennai,Kolkata,No check-in baggage included,3332.0,140.0,0,2,174500
9059,Multiple carriers,Delhi,Cochin,No Info,7354.0,705.0,1,3,73000
9060,Multiple carriers,Delhi,Cochin,No Info,8073.0,660.0,1,2,100000
9061,IndiGo,Mumbai,Hyderabad,No Info,4049.0,85.0,0,3,91000
9062,Jet Airways,Delhi,Cochin,No Info,15029.0,870.0,1,1,21500
9063,Air India,Delhi,Cochin,No Info,10975.0,1420.0,2,0,94500
9064,Multiple carriers,Delhi,Cochin,No Info,7038.0,920.0,1,6,71000
9065,Jet Airways,Delhi,Cochin,No Info,15554.0,660.0,1,3,80000
9066,Air India,Banglore,Delhi,No Info,5228.0,170.0,0,4,210500
9067,IndiGo,Delhi,Cochin,No Info,5636.0,325.0,1,6,20000
9068,Air India,Delhi,Cochin,No Info,9653.0,1180.0,2,3,120000
9069,Jet Airways,Kolkata,Banglore,In-flight meal not included,8586.0,910.0,1,4,185500
9070,SpiceJet,Mumbai,Hyderabad,No Info,2017.0,90.0,0,1,131500
9071,Vistara,Kolkata,Banglore,No Info,9345.0,1625.0,1,4,202000
9072,Jet Airways,Delhi,Cochin,In-flight meal not included,9270.0,1925.0,2,3,104500
9073,Jet Airways,Delhi,Cochin,No Info,13292.0,810.0,2,2,53000
9074,Jet Airways,Delhi,Cochin,In-flight meal not included,8098.0,1570.0,2,2,173500
9075,Air India,Delhi,Cochin,No Info,7952.0,1420.0,1,3,94500
9076,IndiGo,Delhi,Cochin,No Info,5883.0,415.0,1,4,183500
9077,Jet Airways,Banglore,Delhi,No Info,8016.0,180.0,0,3,195000
9078,SpiceJet,Kolkata,Banglore,No Info,4174.0,150.0,0,5,171000
9079,Multiple carriers,Delhi,Cochin,No Info,10696.0,925.0,1,2,70500
9080,Vistara,Banglore,Delhi,No Info,4878.0,155.0,0,4,170000
9081,SpiceJet,Banglore,Delhi,No Info,3971.0,170.0,0,4,93000
9082,Multiple carriers,Delhi,Cochin,No Info,7198.0,390.0,1,2,190000
9083,Jet Airways,Kolkata,Banglore,In-flight meal not included,9314.0,1540.0,1,2,202500
9084,SpiceJet,Banglore,Delhi,No Info,4423.0,170.0,0,5,93000
9085,SpiceJet,Kolkata,Banglore,No check-in baggage included,3841.0,155.0,0,1,65500
9086,Multiple carriers,Delhi,Cochin,No Info,7154.0,510.0,1,2,104500
9087,Air India,Delhi,Cochin,No Info,9929.0,735.0,1,5,70000
9088,Multiple carriers,Delhi,Cochin,No Info,8266.0,455.0,1,3,114000
9089,Multiple carriers,Delhi,Cochin,No Info,10877.0,630.0,1,4,83000
9090,IndiGo,Kolkata,Banglore,No Info,4804.0,150.0,0,0,151500
9091,Multiple carriers,Delhi,Cochin,No Info,13587.0,570.0,1,5,113000
9092,IndiGo,Delhi,Cochin,No Info,6494.0,515.0,1,0,44500
9093,IndiGo,Delhi,Cochin,No Info,6628.0,975.0,1,3,91500
9094,IndiGo,Delhi,Cochin,No Info,5601.0,195.0,0,4,142500
9095,SpiceJet,Delhi,Cochin,No Info,4760.0,315.0,1,0,60500
9096,IndiGo,Banglore,Delhi,No Info,3943.0,170.0,0,1,101000
9097,IndiGo,Banglore,New Delhi,No Info,4777.0,170.0,0,6,40000
9098,Jet Airways,Kolkata,Banglore,In-flight meal not included,9663.0,960.0,1,3,200000
9099,Jet Airways,Delhi,Cochin,In-flight meal not included,10368.0,1375.0,2,6,53000
9100,IndiGo,Delhi,Cochin,No Info,5883.0,415.0,1,5,183500
9101,IndiGo,Kolkata,Banglore,No Info,4804.0,155.0,0,5,113000
9102,Vistara,Banglore,New Delhi,No Info,9345.0,155.0,0,6,160000
9103,Multiple carriers,Delhi,Cochin,No Info,9646.0,555.0,1,6,131500
9104,Jet Airways,Kolkata,Banglore,No Info,11467.0,1570.0,1,5,170000
9105,Air Asia,Kolkata,Banglore,No Info,5192.0,720.0,1,3,224000
9106,Jet Airways,Delhi,Cochin,No Info,13376.0,1300.0,2,4,64500
9107,Air Asia,Banglore,New Delhi,No Info,6477.0,165.0,0,6,232500
9108,Multiple carriers,Delhi,Cochin,No Info,13727.0,720.0,1,5,90000
9109,Vistara,Kolkata,Banglore,No Info,9555.0,1640.0,1,5,170000
9110,Jet Airways,Delhi,Cochin,No Info,12819.0,1430.0,2,0,191000
9111,Vistara,Mumbai,Hyderabad,No Info,9345.0,750.0,1,0,102500
9112,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,550.0,1,5,191500
9113,Jet Airways,Kolkata,Banglore,No Info,14781.0,740.0,1,1,82500
9114,Jet Airways,Mumbai,Hyderabad,No Info,5678.0,90.0,0,3,102000
9115,SpiceJet,Kolkata,Banglore,No Info,4760.0,330.0,1,2,155500
9116,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,870.0,1,3,150000
9117,Jet Airways,Banglore,Delhi,In-flight meal not included,5198.0,180.0,0,5,195000
9118,IndiGo,Mumbai,Hyderabad,No Info,4049.0,90.0,0,1,62500
9119,Air Asia,Banglore,Delhi,No Info,3383.0,165.0,0,5,111000
9120,Air India,Delhi,Cochin,No Info,7174.0,320.0,1,0,174000
9121,Air India,Delhi,Cochin,No Info,8907.0,1590.0,1,2,203000
9122,Jet Airways,Delhi,Cochin,No Info,13014.0,1615.0,2,6,94000
9123,Jet Airways,Kolkata,Banglore,No Info,13584.0,665.0,1,2,211000
9124,Air Asia,Kolkata,Banglore,No Info,4107.0,150.0,0,2,225000
9125,Jet Airways,Mumbai,Hyderabad,In-flight meal not included,2071.0,90.0,0,4,25500
9126,Jet Airways,Delhi,Cochin,In-flight meal not included,12373.0,450.0,1,3,205500
9127,Air India,Banglore,New Delhi,No Info,13303.0,1745.0,2,1,85000
9128,Jet Airways,Kolkata,Banglore,In-flight meal not included,8529.0,1055.0,1,4,163000
9129,Jet Airways,Kolkata,Banglore,No Info,14571.0,1495.0,1,3,185500
9130,Jet Airways,Delhi,Cochin,No Info,15129.0,1760.0,2,0,230500
9131,Jet Airways,Banglore,Delhi,No Info,8016.0,180.0,0,4,82000
9132,IndiGo,Kolkata,Banglore,No Info,4804.0,160.0,0,3,212500
9133,Air India,Banglore,New Delhi,No Info,5118.0,325.0,1,1,65000
9134,Jet Airways,Kolkata,Banglore,In-flight meal not included,9663.0,1430.0,1,5,82500
9135,Air India,Kolkata,Banglore,No Info,12723.0,1840.0,2,4,55000
9136,GoAir,Banglore,Delhi,No Info,3419.0,165.0,0,3,205500
9137,Jet Airways,Banglore,New Delhi,In-flight meal not included,11087.0,710.0,1,1,225500
9138,IndiGo,Kolkata,Banglore,No Info,4174.0,155.0,0,2,221500
9139,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,1225.0,1,4,80000
9140,Jet Airways,Delhi,Cochin,No Info,12609.0,1620.0,2,5,93500
9141,Vistara,Banglore,Delhi,No Info,4668.0,160.0,0,2,70000
9142,SpiceJet,Mumbai,Hyderabad,No check-in baggage included,1965.0,90.0,0,4,224500
9143,IndiGo,Mumbai,Hyderabad,No Info,4049.0,90.0,0,6,62500
9144,Air India,Kolkata,Banglore,No Info,5195.0,150.0,0,2,141500
9145,IndiGo,Kolkata,Banglore,No Info,4804.0,155.0,0,5,202000
9146,IndiGo,Banglore,New Delhi,No Info,6494.0,170.0,0,6,130000
9147,IndiGo,Chennai,Kolkata,No Info,3850.0,140.0,0,1,75500
9148,Air India,Banglore,Delhi,No Info,6121.0,165.0,0,0,100000
9149,IndiGo,Chennai,Kolkata,No Info,3540.0,145.0,0,1,51500
9150,Jet Airways,Banglore,New Delhi,In-flight meal not included,9134.0,340.0,1,4,54500
9151,Jet Airways,Kolkata,Banglore,In-flight meal not included,10844.0,1660.0,1,3,185500
9152,IndiGo,Chennai,Kolkata,No Info,5277.0,140.0,0,2,220500
9153,IndiGo,Delhi,Cochin,No Info,5073.0,300.0,1,1,160000
9154,SpiceJet,Kolkata,Banglore,No check-in baggage included,3841.0,155.0,0,0,65500
9155,Multiple carriers,Delhi,Cochin,No Info,10877.0,690.0,1,2,73000
9156,Jet Airways,Delhi,Cochin,In-flight meal not included,5406.0,870.0,1,2,173000
9157,Jet Airways,Kolkata,Banglore,No Info,14151.0,1005.0,1,4,170000
9158,Jet Airways,Delhi,Cochin,No Info,14237.0,1090.0,2,2,182500
9159,IndiGo,Mumbai,Hyderabad,No Info,2754.0,90.0,0,0,14000
9160,Air India,Kolkata,Banglore,No Info,11306.0,805.0,1,5,70000
9161,Air Asia,Kolkata,Banglore,No Info,5192.0,720.0,1,5,224000
9162,Vistara,Chennai,Kolkata,No Info,3687.0,135.0,0,4,70500
9163,Multiple carriers,Delhi,Cochin,No Info,12192.0,910.0,1,2,35000
9164,Jet Airways,Delhi,Cochin,In-flight meal not included,12898.0,360.0,1,0,130000
9165,Jet Airways,Delhi,Cochin,No Info,14924.0,1395.0,1,4,194500
9166,SpiceJet,Kolkata,Banglore,No Info,4760.0,435.0,1,4,113500
9167,Multiple carriers,Delhi,Cochin,In-flight meal not included,6943.0,690.0,1,0,140000
9168,Multiple carriers,Delhi,Cochin,No Info,7354.0,755.0,1,3,64000
9169,Multiple carriers,Delhi,Cochin,No Info,12192.0,600.0,1,3,90000
9170,IndiGo,Banglore,Delhi,No Info,3943.0,180.0,0,1,211500
9171,Jet Airways,Delhi,Cochin,No Info,15129.0,1430.0,2,2,191000
9172,Vistara,Banglore,Delhi,No Info,5403.0,160.0,0,2,70000
9173,Jet Airways,Delhi,Cochin,No Info,13882.0,1140.0,2,3,92500
9174,Jet Airways,Mumbai,Hyderabad,No Info,5678.0,90.0,0,3,193500
9175,Vistara,Banglore,Delhi,No Info,5403.0,170.0,0,5,113000
9176,Vistara,Banglore,Delhi,No Info,4878.0,170.0,0,3,210000
9177,IndiGo,Delhi,Cochin,No Info,6494.0,880.0,2,2,64000
9178,IndiGo,Banglore,New Delhi,No Info,4777.0,165.0,0,6,13000
9179,Air India,Mumbai,Hyderabad,No Info,3625.0,90.0,0,3,135500
9180,Air India,Kolkata,Banglore,No Info,9258.0,1830.0,2,4,120000
9181,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,360.0,1,3,130000
9182,Air India,Banglore,New Delhi,Change airports,12219.0,1770.0,4,3,55000
9183,IndiGo,Kolkata,Banglore,No Info,4174.0,150.0,0,0,151500
9184,Multiple carriers,Delhi,Cochin,No Info,7485.0,910.0,1,1,102000
9185,Air India,Kolkata,Banglore,No Info,11222.0,1610.0,2,5,82000
9186,Jet Airways,Kolkata,Banglore,No Info,12121.0,1685.0,1,5,170000
9187,Air India,Kolkata,Banglore,No Info,10697.0,610.0,2,1,82000
9188,Jet Airways,Delhi,Cochin,In-flight meal not included,12373.0,450.0,1,3,113000
9189,SpiceJet,Kolkata,Banglore,No Info,4760.0,520.0,1,1,83500
9190,Jet Airways,Delhi,Cochin,No Info,14151.0,2070.0,2,0,175500
9191,Jet Airways,Delhi,Cochin,In-flight meal not included,10368.0,1615.0,2,4,94000
9192,IndiGo,Banglore,Delhi,No Info,4823.0,175.0,0,4,182500
9193,Air India,Delhi,Cochin,No Info,12219.0,795.0,1,6,94500
9194,IndiGo,Mumbai,Hyderabad,No Info,2227.0,95.0,0,4,200500
9195,IndiGo,Banglore,New Delhi,No Info,4545.0,165.0,0,1,4000
9196,IndiGo,Kolkata,Banglore,No Info,4148.0,160.0,0,3,171500
9197,IndiGo,Kolkata,Banglore,No Info,4148.0,155.0,0,1,151000
9198,Air India,Banglore,New Delhi,No Info,7642.0,1625.0,2,3,81500
9199,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,1235.0,1,2,160000
9200,Jet Airways,Banglore,Delhi,In-flight meal not included,4030.0,180.0,0,4,82000
9201,IndiGo,Delhi,Cochin,No Info,5000.0,195.0,0,3,142500
9202,SpiceJet,Delhi,Cochin,No Info,5264.0,270.0,1,4,84500
9203,Jet Airways,Banglore,Delhi,In-flight meal not included,7229.0,185.0,0,6,185500
9204,Jet Airways,Delhi,Cochin,In-flight meal not included,10577.0,660.0,1,2,80000
9205,Air India,Kolkata,Banglore,No Info,12723.0,1625.0,2,4,55000
9206,Jet Airways,Delhi,Cochin,No Info,14714.0,395.0,1,6,215000
9207,Jet Airways,Delhi,Cochin,In-flight meal not included,7438.0,870.0,1,3,21500
9208,Air India,Kolkata,Banglore,No Info,10203.0,1435.0,1,2,203000
9209,Air Asia,Kolkata,Banglore,No Info,3782.0,150.0,0,2,225000
9210,Jet Airways,Delhi,Cochin,No Info,13014.0,810.0,2,4,53000
9211,Multiple carriers,Delhi,Cochin,No Info,8073.0,390.0,1,2,190000
9212,IndiGo,Kolkata,Banglore,No Info,4804.0,155.0,0,3,153000
9213,IndiGo,Kolkata,Banglore,No Info,4864.0,330.0,1,3,71000
9214,Multiple carriers,Delhi,Cochin,No Info,15135.0,730.0,1,0,64000
9215,Air India,Kolkata,Banglore,No Info,8366.0,1100.0,1,3,165000
9216,Jet Airways,Delhi,Cochin,No Info,13292.0,1375.0,2,4,53000
9217,Air India,Banglore,Delhi,No Info,7171.0,165.0,0,5,170000
9218,Jet Airways,Kolkata,Banglore,No Info,12121.0,690.0,1,2,93500
9219,Air India,Delhi,Cochin,No Info,11753.0,1245.0,2,4,105500
9220,IndiGo,Banglore,New Delhi,No Info,6494.0,285.0,1,3,51500
9221,Jet Airways,Delhi,Cochin,In-flight meal not included,10262.0,870.0,1,3,150000
9222,IndiGo,Chennai,Kolkata,No Info,5277.0,140.0,0,1,220500
9223,Jet Airways,Banglore,Delhi,No Info,8016.0,180.0,0,4,174500
